direccion,horario,latitud,localidad,longitud,municipio,precio_gasoleo_a,precio_gasoleo_b,precio_gasoleo_premium,precio_gasolina_95_e10',precio_gasolina_95_e5,precio_gasolina_95_e5_premium,precio_gasolina_98_e10,precio_gasolina_98_e5,provincia,rotulo,ideess,id_municipio,id_provincia
"CALLE HERNAN CORTES, S/N",L-D: 08:00-20:00,38.813389,POZO CAÑADA,-1.735917,Pozo Cañada,1.54,NA,NA,NA,NA,NA,NA,NA,ALBACETE,POZOTRANS,15290,114,02
"CALLE ANTONIO MACHADO, 2",L-V: 07:00-14:00; S: 09:00-14:00,38.805278,POZO CAÑADA,-1.736389,Pozo Cañada,1.679,NA,NA,NA,NA,NA,NA,NA,ALBACETE,E.S. LEDAÑA,11977,114,02
"CR CM-313 61,7",L-D: 07:00-21:00,38.717556,POZOHONDO,-1.91075,Pozohondo,1.769,1.419,NA,NA,1.859,NA,NA,NA,ALBACETE,REPSOL,5238,115,02
"CALLE DISEMINADOS, 1",L-V: 08:00-14:00 y 16:00-18:00,38.64175,NAVA DE ABAJO,-1.844139,Pozohondo,1.539,NA,NA,NA,1.709,NA,NA,NA,ALBACETE,CAMPAREZ,15840,115,02
"POLIGONO PARAJE RECIAL, 2",L-D: 24H,39.081278,POZO-LORENTE,-1.512611,Pozo-Lorente,1.635,1.215,NA,NA,NA,NA,NA,NA,ALBACETE,SAT SANTA CRUZ DE POZO LORENTE,12334,116,02
CARRETERA M 313 KM. 50,L-D: 07:00-22:00,38.804722,POZUELO,-2.098778,Pozuelo,1.709,1.489,NA,NA,1.759,NA,NA,1.869,ALBACETE,INLOCOR S.L.,4410,117,02
"CARRETERA CM-412 KM. 199,5",L-D: 08:00-20:00,38.493528,RIOPAR,-2.411444,Riópar,1.749,NA,1.829,NA,1.789,1.859,NA,NA,ALBACETE,CEPSA,4793,119,02
CARRETERA NACIONAL 320 KM. 289,L-V: 07:00-21:00; S: 07:00-14:30; D: 07:00-21:00,38.771194,ROBLEDO,-2.450028,Robledo,1.65,NA,NA,NA,1.69,NA,NA,NA,ALBACETE,CANOIL,4370,120,02
"ALFREDO ATIENZA, 149-151",L-D: 24H,39.201139,RODA (LA),-2.14775,Roda (La),1.529,1.175,NA,NA,NA,NA,NA,NA,ALBACETE,LA REMEDIADORA,8958,121,02
CARRETERA MADRID CARTAGENA KM. 209,L-D: 06:00-22:00,39.212361,RODA (LA),-2.171028,Roda (La),1.719,NA,1.809,NA,1.779,NA,NA,NA,ALBACETE,BP CASA JUANITO RESTAURANTE,4891,121,02
"AUTOVIA A-31 KM. 34,50",L-D: 07:00-23:00,39.225,RODA (LA),-2.186083,Roda (La),1.739,NA,1.829,NA,1.799,NA,NA,1.929,ALBACETE,GALP,5316,121,02
"POLIGONO AVENIDA PRIMERA, 17",L-D: 24H,39.19125,RODA (LA),-2.143056,Roda (La),NA,NA,NA,NA,NA,NA,NA,NA,ALBACETE,HAM,14811,121,02
"CR NACIONAL 301 km 210,300",L-D: 24H,39.213653,RODA (LA),-2.17619,Roda (La),1.51,NA,NA,NA,NA,NA,NA,NA,ALBACETE,RODATRANS,9414,121,02
"CARRETERA AB101 KM. 0,2",L-D: 24H,39.218389,RODA (LA),-2.158028,Roda (La),1.549,NA,NA,NA,1.679,NA,NA,NA,ALBACETE,GASPLAY,13480,121,02
MARTIRES 209,L-V: 07:00-21:00; S: 09:00-13:00,39.212861,RODA (LA),-2.171778,Roda (La),1.669,NA,1.789,NA,1.724,NA,NA,1.856,ALBACETE,CEPSA,11279,121,02
AUTOVIA A-31 KM. 40,L-D: 06:00-22:00,39.200944,RODA (LA),-2.144639,Roda (La),1.719,NA,1.809,NA,1.769,NA,NA,1.919,ALBACETE,REPSOL,11427,121,02
"CARRETERA CM-3114 KM. 0,1",L-V: 06:00-10:00; S: 06:00-14:00,39.213722,RODA (LA),-2.156667,Roda (La),1.729,NA,1.789,NA,1.759,NA,NA,1.879,ALBACETE,REPSOL,5162,121,02
CARRETERA A-31 KM. 50,L-D: 07:00-23:00,39.143972,RODA (LA),-2.05125,Roda (La),1.739,NA,1.829,NA,1.799,NA,NA,1.929,ALBACETE,GALP,5317,121,02
"CALLE ALFREDO ATIENZA, 156",L-D: 06:00-22:55,39.201667,RODA (LA),-2.149,Roda (La),1.739,NA,1.799,NA,1.769,NA,NA,1.889,ALBACETE,REPSOL,4894,121,02
"AVENIDA DE LA PAZ, 3",L-S: 06:00-22:00; D: 06:30-22:00,38.331361,SOCOVOS,-1.981861,Socovos,1.689,1.369,NA,NA,1.749,NA,NA,1.849,ALBACETE,"NAVARRO Y VALERO, S.L",4392,124,02
"CARRETERA VILLAGARCIA KM. 0,1",L-D: 24H,39.270556,TARAZONA DE LA MANCHA,-1.908778,Tarazona de la Mancha,1.532,1.135,NA,NA,1.565,NA,NA,NA,ALBACETE,COOP. LA UNION AB,11402,125,02
"AVENIDA ALBACETE, 35",L-D: 24H,39.256194,TARAZONA DE LA MANCHA,-1.912194,Tarazona de la Mancha,1.569,NA,NA,NA,1.629,NA,NA,NA,ALBACETE,LA GAVIOTA GASOLINERAS,12953,125,02
"CL AVENIDA DE LA RODA, 1",L-D: 07:00-23:00,39.25975,TARAZONA DE LA MANCHA,-1.911389,Tarazona de la Mancha,1.689,NA,1.749,NA,1.719,1.769,NA,NA,ALBACETE,REPSOL,5284,125,02
"AVENIDA GUARDIA CIVIL, 162",L-D: 06:00-23:00,38.601722,TOBARRA,-1.680833,Tobarra,1.569,NA,NA,NA,1.649,NA,NA,NA,ALBACETE,NTRA. SRA. DE LA ENCARNACION,13778,126,02
"AVENIDA GUARDIA CIVIL, 233",L-D: 24H,38.602278,TOBARRA,-1.680917,Tobarra,1.739,1.409,1.819,NA,1.779,NA,NA,1.919,ALBACETE,REPSOL,5219,126,02
"CAMINO CAMINO DEL GUIJARRAL, 0",L-D: 06:00-22:00,38.603306,TOBARRA,-1.694083,Tobarra,1.62,1.3,NA,NA,NA,NA,NA,NA,ALBACETE,SAN ROQUE DE TOBARRA S. COOP. DE C-LM,12786,126,02
"AVENIDA GUARDIA CIVIL, 114",L-D: 07:00-22:00,38.594639,TOBARRA,-1.685417,Tobarra,1.649,NA,1.709,NA,1.749,1.809,NA,NA,ALBACETE,E.S. TOBARRA,11399,126,02
"CALLE SANTA CRUZ, 16",L-D: 24H,39.137222,VALDEGANGA,-1.680944,Valdeganga,1.644,1.269,NA,NA,1.682,NA,NA,NA,ALBACETE,NO HAY,8900,127,02
"CALLE DEL VINO, 10",L-D: 24H,39.2935,VILLALGORDO DEL JUCAR,-2.059556,Villalgordo del Júcar,NA,1.194,NA,NA,NA,NA,NA,NA,ALBACETE,SAN ISIDRO,12702,130,02
"CARRETERA CM-3114 KM. 12,7",L-D: 07:30-21:30,39.302389,VILLALGORDO DEL JUCAR,-2.067639,Villalgordo del Júcar,1.619,NA,NA,NA,1.739,NA,NA,NA,ALBACETE,E.S EL GORRION,4895,130,02
"CARRETERA CENIZATE KM. 1,5",L-D: 00:00-23:59,39.35025,VILLAMALEA,-1.613194,Villamalea,1.569,NA,NA,NA,1.639,NA,NA,NA,ALBACETE,CHAMPINTER,15605,131,02
"CARRETERA CM-3201 KM. 22,70",L-S: 07:00-21:00; D: 07:00-14:00,39.366861,VILLAMALEA,-1.592778,Villamalea,1.739,1.367,1.799,NA,1.719,NA,NA,1.829,ALBACETE,REPSOL,5258,131,02
"CALLE VALENCIA, 41",L-D: 24H,39.367333,VILLAMALEA,-1.59325,Villamalea,1.57,1.233,NA,NA,NA,NA,NA,NA,ALBACETE,NO TIENE,10053,131,02
"CR N-322, 258,8",L-D: 07:00-21:00,38.581722,VILLAPALACIOS,-2.626222,Villapalacios,1.719,1.379,1.809,NA,1.819,NA,NA,1.949,ALBACETE,REPSOL,4893,132,02
"CALLE ARQUIMEDES, 62",L-S: 07:00-22:00,39.282167,VILLARROBLEDO,-2.583778,Villarrobledo,1.619,1.359,NA,NA,1.679,NA,NA,NA,ALBACETE,"COMBUSTIBLES FIEL, S.L.",15264,133,02
"CALLE DOS DE MAYO, 167",L-D: 06:00-00:00,39.278222,VILLARROBLEDO,-2.602028,Villarrobledo,1.729,1.399,1.779,NA,1.769,1.809,NA,NA,ALBACETE,REPSOL,5305,133,02
"CARRETERA N-310 KM. 120,5",L-V: 07:00-21:00; D: 14:00-21:00,39.198,VILLARROBLEDO,-2.713722,Villarrobledo,1.729,1.489,1.799,NA,1.769,NA,NA,1.901,ALBACETE,CEPSA,5184,133,02
"AVENIDA REYES CATOLICOS, 133",L-D: 06:00-23:00,39.277056,VILLARROBLEDO,-2.591722,Villarrobledo,1.719,NA,1.809,NA,1.739,NA,NA,1.881,ALBACETE,BP VILLARROBLEDO,11976,133,02
"AVENIDA REYES CATOLICOS, 150",L-D: 24H,39.278333,VILLARROBLEDO,-2.590194,Villarrobledo,1.749,NA,NA,NA,NA,NA,NA,NA,ALBACETE,PAÑALON,15620,133,02
"CARRETERA NACIONAL 310 KM. 137,7",L-S: 07:00-22:00,39.293722,VILLARROBLEDO,-2.567139,Villarrobledo,1.689,NA,1.749,NA,1.719,NA,NA,1.839,ALBACETE,REPSOL,5167,133,02
"AVENIDA REYES CATOLICOS, 26",L-V: 07:00-21:00; S: 08:00-13:00,39.261472,VILLARROBLEDO,-2.599417,Villarrobledo,1.769,NA,1.849,NA,1.799,NA,NA,NA,ALBACETE,CEPSA,4785,133,02
"AVENIDA REYES CATÓLICOS (APARCAMIENTO DEL CARREFOUR), S/N",L-S: 08:00-22:00,39.285722,VILLARROBLEDO,-2.579639,Villarrobledo,1.699,NA,1.739,NA,1.749,NA,NA,1.829,ALBACETE,CARREFOUR,4442,133,02
"CALLE FERNANDO ZEPPELIN, 13",L-D: 00:00-23:59,39.268472,VILLARROBLEDO,-2.587083,Villarrobledo,NA,NA,NA,NA,NA,NA,NA,NA,ALBACETE,MOLGAS,15524,133,02
"AVENIDA REYES CATOLICOS, S/N",L-D: 06:00-22:00,39.276944,VILLARROBLEDO,-2.590028,Villarrobledo,1.709,NA,1.769,NA,1.739,NA,NA,1.859,ALBACETE,AVIA,12015,133,02
"CALLE NOBEL, 64",L-S: 08:00-20:00,39.283917,VILLARROBLEDO,-2.583361,Villarrobledo,1.604,NA,1.634,NA,1.689,NA,NA,NA,ALBACETE,COMBUSTIBLES DISPROSIO S.L.,15192,133,02
AUTOVIA A-43 KM. 129,L-D: 24H,39.258778,VILLARROBLEDO,-2.586778,Villarrobledo,1.739,NA,1.809,NA,1.809,NA,NA,1.941,ALBACETE,REPSOL,11797,133,02
CARRETERA OSSA DE MONTIEL KM. 21,L-S: 06:00-22:00; D: 06:00-15:00,39.257528,VILLARROBLEDO,-2.613778,Villarrobledo,1.689,1.399,1.749,NA,1.719,NA,NA,1.839,ALBACETE,REPSOL,5123,133,02
"AVENIDA REYES CATÓLICOS, 108",L-D: 06:00-22:00,39.272056,VILLARROBLEDO,-2.594111,Villarrobledo,1.694,NA,1.784,NA,1.714,NA,NA,NA,ALBACETE,GALP,5327,133,02
"CALLE GENERAL MARTI, 2",L-D: 24H,39.266417,VILLARROBLEDO,-2.596944,Villarrobledo,1.599,NA,NA,NA,1.679,NA,NA,NA,ALBACETE,PLENOIL,14804,133,02
AUTOVIA A-43 KM. 390,L-D: 06:00-23:59,39.205194,VILLARROBLEDO,-2.708528,Villarrobledo,1.729,NA,1.799,NA,1.774,NA,NA,1.906,ALBACETE,CEPSA,12146,133,02
CARRETERA DE LAS MESAS KM. 005,L-D: 06:00-22:30,39.27225,VILLARROBLEDO,-2.617083,Villarrobledo,1.729,1.379,1.799,NA,1.769,NA,NA,1.859,ALBACETE,ESTACIÓN DE SERVICIO LOS VIÑEDOS,4368,133,02
"CARRETERA MUNERA KM. 0,500",L-D: 24H,39.250806,VILLARROBLEDO,-2.601028,Villarrobledo,1.527,1.168,NA,NA,1.564,NA,NA,NA,ALBACETE,VINICOLA DE VILLARROBLEDO,14539,133,02
CARRETERA DE HELLIN KM. 42,L-D: 07:00-21:00,38.368667,YESTE,-2.314667,Yeste,1.729,NA,1.815,NA,1.779,NA,NA,NA,ALBACETE,CEPSA,4796,138,02
AUTOPISTA AP 7 KM. 696,L-D: 24H,38.406528,AGOST,-0.599972,Agost,1.774,NA,1.844,NA,1.874,NA,NA,1.994,ALICANTE,GALP,11306,140,03
CARRETERA SAN VICENTE - AGOST KM. 11,L-D: 06:00-22:00,38.434417,AGOST,-0.63725,Agost,1.749,1.349,1.809,NA,1.799,NA,NA,NA,ALICANTE,PETRONOR,3683,140,03
AUTOPISTA AP 7 KM. 696,L-D: 24H,38.408861,AGOST,-0.599444,Agost,1.774,NA,1.864,NA,1.874,NA,NA,1.994,ALICANTE,GALP,11305,140,03
CARRETERA AGOST-NOVELDA KM 2 KM. 2,L-D: 06:00-22:00,38.429417,AGOST,-0.66225,Agost,1.735,1.309,1.82,NA,1.795,NA,NA,1.829,ALICANTE,CEPSA,9478,140,03
"CALLE POLIGONO INDUSTRIAL MOS DEL BOU, CALLE EL ESPARTO, 5",L-D: 24H,38.168111,ALBATERA,-0.889167,Albatera,1.729,NA,1.799,NA,1.769,NA,NA,NA,ALICANTE,SUVER GASOLEOS,14191,143,03
"N-340 km 696,7",L-D: 24H,38.199417,ALBATERA,-0.848722,Albatera,1.759,NA,1.849,NA,1.809,NA,NA,1.949,ALICANTE,REPSOL,3589,143,03
"CARRETERA CATRAL-ALBATERA KM. 4,2",L-D: 24H,38.175028,ALBATERA,-0.854056,Albatera,1.769,1.501,1.869,NA,1.805,NA,NA,1.965,ALICANTE,REPSOL,3692,143,03
"CARRETERA N-340 KM. 696,7",L-D: 24H,38.165222,ALBATERA,-0.89475,Albatera,1.759,1.499,1.849,NA,1.809,NA,NA,1.949,ALICANTE,REPSOL,3588,143,03
"CARRETERA N-340 KM. 702,1",L-D: 06:00-22:00,38.199389,ALBATERA,-0.848833,Albatera,1.719,NA,1.789,NA,1.769,NA,NA,NA,ALICANTE,FTH,3565,143,03
"POLIGONO PLAZA MOSQUERA, 6",L-D: 24H,38.751972,ALCALALI,-0.042083,Alcalalí,1.719,NA,1.809,NA,1.809,NA,NA,NA,ALICANTE,REPSOL,14852,144,03
"CALLE ALICANTE, 62",L-D: 05:00-23:00,38.688639,ALCOY/ALCOI,-0.479611,Alcoy/Alcoi,1.679,NA,1.759,NA,1.749,NA,NA,1.889,ALICANTE,SHELL,9298,147,03
"CALLE ALACANT, 101",L-D: 24H,38.683806,ALCOY/ALCOI,-0.471194,Alcoy/Alcoi,1.575,NA,NA,NA,1.625,NA,NA,NA,ALICANTE,PLENOIL,15700,147,03
"CALLE ALICANTE, 62",L-D: 24H,38.689083,ALCOY/ALCOI,-0.479694,Alcoy/Alcoi,1.599,NA,NA,NA,1.699,NA,NA,NA,ALICANTE,MASOIL ALCOY,13370,147,03
"CALLE VALENCIA ESQ C/SANT JOAN BOSCO, 1",L-D: 24H,38.711556,ALCOY/ALCOI,-0.46625,Alcoy/Alcoi,1.589,NA,NA,NA,1.659,NA,NA,NA,ALICANTE,GASEXPRESS,14200,147,03
"Alicante, 1 - P.I. Beniata",L-D: 24H,38.695083,ALCOY/ALCOI,-0.477972,Alcoy/Alcoi,1.574,NA,NA,NA,1.624,NA,NA,NA,ALICANTE,GASOLINERA ALCOY,3713,147,03
"AVENIDA TIRANT, S/N",L-D: 06:00-22:00,38.70875,ALCOY/ALCOI,-0.472556,Alcoy/Alcoi,1.739,NA,1.839,NA,1.779,NA,NA,1.929,ALICANTE,REPSOL,11428,147,03
"N-340 km 131,000",L-D: 06:00-22:00,38.683389,ALCOY/ALCOI,-0.471306,Alcoy/Alcoi,1.624,NA,1.694,NA,1.689,NA,NA,1.829,ALICANTE,GALP,3728,147,03
"PG COTES BAIXES,CALLE C,PARC.1, 0",L-D: 06:00-22:00,38.714361,ALCOY/ALCOI,-0.462528,Alcoy/Alcoi,1.739,NA,1.839,NA,1.779,1.819,NA,1.929,ALICANTE,REPSOL,3475,147,03
"CALLE OLIVER, 72",L-D: 06:00-22:00,38.691972,ALCOY/ALCOI,-0.489722,Alcoy/Alcoi,1.739,NA,1.829,NA,1.789,NA,NA,1.929,ALICANTE,PETRONOR,3586,147,03
"AVINGUDA PAIS VALENCIÁ, 37",L-D: 24H,38.580639,ALFAS DEL PI (L'),-0.104972,Alfàs del Pi (l'),1.599,NA,NA,NA,1.679,NA,NA,NA,ALICANTE,BEROIL,15778,149,03
"AVENIDA PAIS VALENCIÁ, 47",L-D: 24H,38.58225,ALFAS DEL PI (L'),-0.106167,Alfàs del Pi (l'),1.597,NA,NA,NA,1.667,NA,NA,NA,ALICANTE,PLENOIL,15099,149,03
"AVENIDA ALBIR, 90",L-D: 24H,38.574028,ALFAS DEL PI (L'),-0.076694,Alfàs del Pi (l'),1.597,NA,NA,NA,1.667,NA,NA,NA,ALICANTE,PLENOIL,15006,149,03
CL AVDA. DEL PAIS VALENCIANO S.N.,L-D: 06:00-22:00,38.581361,ALFAS DEL PI (L'),-0.105389,Alfàs del Pi (l'),1.729,NA,1.829,NA,1.829,NA,NA,1.989,ALICANTE,REPSOL,3623,149,03
"CALLE MALLORCA, CTRA. CV-763, 1",L-D: 07:00-23:00,38.571139,ALFAS DEL PI (L'),-0.0965,Alfàs del Pi (l'),1.749,NA,1.839,NA,1.849,NA,NA,1.991,ALICANTE,BP ALFAZ DEL PI,14851,149,03
"AP-1535 km 2,000",L-D: 06:00-22:00,38.567722,ALFAS DEL PI (L'),-0.082972,Alfàs del Pi (l'),1.679,NA,1.749,NA,1.764,NA,NA,1.894,ALICANTE,GALP,3733,149,03
"POLIGONO SECTOR VIII - EL ZOCO, S/N",L-D: 06:00-22:00,38.058389,ALGORFA,-0.746611,Algorfa,1.769,NA,1.859,NA,1.829,NA,NA,1.971,ALICANTE,BP EL ZOCO,11929,150,03
"CALLE SAN JUAN, 32",L-D: 06:30-21:00,38.339222,ALGUEÑA,-0.998222,Algueña,1.729,1.419,1.779,NA,1.779,NA,NA,NA,ALICANTE,CEPSA,3416,151,03
"AVENIDA PADRE ESPLÁ, 36",L-V: 07:30-21:00; S: 08:00-15:00; D: 09:30-14:30,38.357,ALICANTE/ALACANT,-0.47675,Alicante/Alacant,1.739,NA,NA,NA,1.789,NA,NA,NA,ALICANTE,REPSOL,3673,152,03
"AVENIDA DENIA, 80",L-D: 24H,38.359278,ALICANTE/ALACANT,-0.466972,Alicante/Alacant,1.739,NA,1.829,NA,1.809,NA,NA,1.951,ALICANTE,BP SANDOVAL MD,10940,152,03
"AVENIDA DENIA, 75",L-D: 24H,38.359667,ALICANTE/ALACANT,-0.467361,Alicante/Alacant,1.739,NA,1.829,NA,1.809,NA,NA,1.951,ALICANTE,BP SANDOVAL MI,10941,152,03
"CALLE BULEVAR TEULADA, 86",L-D: 24H,38.364194,ALICANTE/ALACANT,-0.499917,Alicante/Alacant,1.569,NA,NA,NA,1.698,NA,NA,NA,ALICANTE,AVANZA LOW COST,15630,152,03
"AVENIDA UNIVERSIDAD, S/N",L-D: 24H,38.374139,ALICANTE/ALACANT,-0.506833,Alicante/Alacant,1.714,NA,1.794,NA,1.779,NA,NA,1.919,ALICANTE,SHELL,8379,152,03
"AVENIDA DE LA UNIVERSIDAD, SN",L-D: 24H,38.376194,ALICANTE/ALACANT,-0.508861,Alicante/Alacant,1.749,NA,1.829,NA,1.809,NA,NA,1.969,ALICANTE,REPSOL,3690,152,03
"AVENIDA NOVELDA, 179",L-D: 07:00-00:00,38.370222,ALICANTE/ALACANT,-0.4975,Alicante/Alacant,1.739,NA,1.839,NA,1.799,NA,NA,1.959,ALICANTE,REPSOL,3550,152,03
"CALLE FORTUNY, S/N",L-V: 07:30-21:30; S-D: 08:30-14:30,38.375333,ALICANTE/ALACANT,-0.499444,Alicante/Alacant,1.739,NA,1.819,NA,1.799,NA,NA,1.959,ALICANTE,REPSOL,12283,152,03
"CALLE JATIVA, S/N",L-D: 24H,38.377722,ALICANTE/ALACANT,-0.504722,Alicante/Alacant,1.545,NA,NA,NA,1.619,NA,NA,NA,ALICANTE,GM OIL,12649,152,03
"AVENIDA NOVELDA, 74",L-D: 24H,38.364222,ALICANTE/ALACANT,-0.494333,Alicante/Alacant,1.547,NA,NA,NA,1.687,NA,NA,NA,ALICANTE,PLENOIL,10245,152,03
"AVENIDA JIJONA, 88",L-S: 06:30-22:30; D: 07:00-22:30,38.358556,ALICANTE/ALACANT,-0.483944,Alicante/Alacant,1.759,NA,1.829,NA,1.819,NA,NA,1.969,ALICANTE,REPSOL,3593,152,03
"AVENIDA GASTON CASTELLO, 58",L-D: 07:00-21:00,38.375111,ALICANTE/ALACANT,-0.486944,Alicante/Alacant,1.779,NA,1.855,NA,1.839,NA,NA,NA,ALICANTE,CEPSA,3421,152,03
"AVENIDA ANTONIO RAMOS CARRATALA, 56",L-D: 24H,38.370694,ALICANTE/ALACANT,-0.466806,Alicante/Alacant,1.547,NA,1.609,NA,1.619,NA,NA,1.766,ALICANTE,ALCAMPO,13283,152,03
"AVDA. DE LA CONDOMINA, 47 (C-190 km 3,7)",L-D: 24H,38.363639,ALICANTE/ALACANT,-0.434556,Alicante/Alacant,1.725,NA,1.825,NA,1.794,1.894,NA,NA,ALICANTE,CEPSA,3417,152,03
"AVENIDA DENIA, 60",L-D: 24H,38.355389,ALICANTE/ALACANT,-0.472306,Alicante/Alacant,1.749,NA,1.829,NA,1.809,NA,NA,1.949,ALICANTE,GOTETA,3580,152,03
"AVENIDA DENIA, 150",L-D: 07:00-23:00,38.375472,ALICANTE/ALACANT,-0.453806,Alicante/Alacant,1.739,NA,1.829,NA,1.809,NA,NA,1.951,ALICANTE,BP VISTAHERMOSA,3603,152,03
"AVENIDA DENIA, 0",L-D: 24H,38.371389,ALICANTE/ALACANT,-0.457694,Alicante/Alacant,1.547,NA,NA,NA,1.619,NA,NA,NA,ALICANTE,PLENOIL,15696,152,03
"CALLE ANTONIO RAMOS CARRATALÁ, 26",L-D: 24H,38.369889,ALICANTE/ALACANT,-0.464083,Alicante/Alacant,1.547,NA,NA,NA,1.619,NA,NA,NA,ALICANTE,PLENOIL,15170,152,03
"VIAL CONEXION N-332 Y A-7, S/N",L-D: 06:00-22:00,38.37,ALICANTE/ALACANT,-0.446667,Alicante/Alacant,1.749,NA,1.839,NA,1.809,NA,NA,1.959,ALICANTE,GALP,8300,152,03
"VIAL FLORA DE ESPAÑA, 28",L-D: 06:30-22:00,38.369111,ALICANTE/ALACANT,-0.444778,Alicante/Alacant,1.738,NA,1.816,NA,1.788,NA,NA,1.937,ALICANTE,PETROALACANT,13851,152,03
CARRETERA A-214 KM. 5,L-D: 06:00-22:00,38.401,ALICANTE/ALACANT,-0.47775,Alicante/Alacant,1.739,NA,1.839,NA,1.799,NA,NA,1.959,ALICANTE,REPSOL,3470,152,03
"CALLE MUSICO JOSE TORREGROSA, 33",L-D: 24H,38.383583,ALICANTE/ALACANT,-0.48975,Alicante/Alacant,1.569,NA,NA,NA,1.698,NA,NA,NA,ALICANTE,AVANZA,13568,152,03
"AVENIDA PINTOR GASTON CASTELLO, 1",L-D: 06:00-22:00,38.370083,ALICANTE/ALACANT,-0.486611,Alicante/Alacant,1.739,NA,1.829,NA,1.809,NA,NA,1.951,ALICANTE,BP REJAS VERDES,10710,152,03
"AVENIDA NOVELDA, 216",L-D: 24H,38.376944,ALICANTE/ALACANT,-0.499722,Alicante/Alacant,1.545,NA,NA,NA,1.685,NA,NA,NA,ALICANTE,PETROPRIX,13585,152,03
"AVENIDA NOVELDA, 204",L-D: 24H,38.375972,ALICANTE/ALACANT,-0.498972,Alicante/Alacant,1.559,NA,NA,NA,1.699,NA,NA,NA,ALICANTE,VCC ALICANTE,13572,152,03
"AVENIDA DE DENIA, 183",L-D: 06:30-22:30,38.385639,SANTA FAZ,-0.449972,Alicante/Alacant,1.759,NA,1.825,NA,1.809,1.869,NA,NA,ALICANTE,E.S. SANTA FAZ,13759,152,03
"CARRETERA 112,6 KM. N-332",L-D: 06:30-22:30,38.38625,SANTA FAZ,-0.447417,Alicante/Alacant,1.749,NA,1.819,NA,1.809,NA,NA,1.969,ALICANTE,REPSOL,3680,152,03
CARRETERA MADRID ESQ.RIO JUCAR KM. 19,L-V: 06:00-22:00; S-D: 07:00-21:00,38.344611,ALICANTE/ALACANT,-0.522944,Alicante/Alacant,1.749,NA,1.829,NA,1.799,NA,NA,1.959,ALICANTE,REPSOL,11474,152,03
"CALLE OCAÑA, 16",L-D: 24H,38.345056,ALICANTE/ALACANT,-0.522278,Alicante/Alacant,1.559,NA,NA,NA,1.699,NA,NA,NA,ALICANTE,BALLENOIL,13593,152,03
"POLIGONO PLA VALLONGA CALLE 8, PARCELA 15",L-V: 06:00-21:00; S: 07:00-15:00,38.34825,ALICANTE/ALACANT,-0.555389,Alicante/Alacant,1.738,1.459,1.816,NA,1.788,NA,NA,1.937,ALICANTE,PETROALACANT,9191,152,03
"AVENIDA NEPTUNO, 4",L-V: 06:00-22:00; S: 07:00-15:00,38.344,ALICANTE/ALACANT,-0.524194,Alicante/Alacant,1.733,NA,1.823,NA,1.798,NA,NA,1.943,ALICANTE,CONFORT AUTO,11716,152,03
"AVDA. ORIHUELA, S/N - ESQUINA VIA PARQUE",L-D: 06:00-00:00,38.345583,ALICANTE/ALACANT,-0.517889,Alicante/Alacant,1.744,NA,1.824,NA,1.794,NA,NA,1.934,ALICANTE,SHELL,9119,152,03
CARRETERA N-330 KM. 409,L-D: 06:30-21:00,38.344944,ALICANTE/ALACANT,-0.523167,Alicante/Alacant,1.749,NA,1.829,NA,1.799,NA,NA,1.959,ALICANTE,PETRONOR,3684,152,03
"CARRETERA N-330A KM. 407,7",L-V: 05:00-22:00; S: 07:00-14:00,38.343611,ALICANTE/ALACANT,-0.545111,Alicante/Alacant,1.775,NA,1.845,NA,1.815,NA,NA,NA,ALICANTE,CEPSA,3406,152,03
"CALLE ARTES GRAFICAS, 89",L-D: 24H,38.335694,ALICANTE/ALACANT,-0.512833,Alicante/Alacant,1.639,NA,NA,NA,1.699,NA,NA,1.799,ALICANTE,TAMOIL,3731,152,03
"CALLE COMUNICACIONES, DE LAS, 10",L-D: 08:00-23:00,38.336083,ALICANTE/ALACANT,-0.517389,Alicante/Alacant,1.73,NA,NA,NA,NA,NA,NA,NA,ALICANTE,ALSA,15473,152,03
"AVENIDA RAMÓN GÓMEZ SEMPERE, 4",L-D: 06:00-22:00,38.330583,ALICANTE/ALACANT,-0.5135,Alicante/Alacant,1.749,NA,1.839,NA,1.809,NA,NA,1.959,ALICANTE,GALP,3729,152,03
"AVENIDA ELCHE (N-332 P.K. 102), 16",L-D: 24H,38.337778,ALICANTE/ALACANT,-0.500389,Alicante/Alacant,1.755,NA,1.875,NA,1.819,1.939,NA,NA,ALICANTE,CEPSA,3412,152,03
"AVENIDA ELCHE, 150",L-D: 24H,38.303611,ALICANTE/ALACANT,-0.521389,Alicante/Alacant,1.559,NA,NA,NA,1.699,NA,NA,NA,ALICANTE,PETROPRIX,13584,152,03
"AVENIDA ALCALDE LORENZO CARBONELL, 71",L-D: 06:00-22:00,38.338611,ALICANTE/ALACANT,-0.516,Alicante/Alacant,1.755,NA,1.875,NA,1.819,1.939,NA,NA,ALICANTE,CEPSA,9302,152,03
"CALLE ALCALDE LORENZO CARBONELL, S/N ESQUINA VIA PARQUE, S/N",L-D: 24H,38.340028,ALICANTE/ALACANT,-0.51775,Alicante/Alacant,1.749,NA,1.789,NA,1.799,NA,NA,NA,ALICANTE,CARREFOUR,12961,152,03
